Rodada,Data,Horário,Dia,Mandante,Visitante,Vencedor,Arena,Mandante Placar,Visitante Placar,Estado Mandante,Estado Visitante,Estado Vencedor
5,2012-06-17,18h30,Domingo,Ponte Preta,Corinthians,Ponte Preta,Moisés Lucarelli,1,0,SP,SP,SP
5,2012-06-17,16h00,Domingo,São Paulo,Atlético-MG,São Paulo,Morumbi,1,0,SP,MG,SP
6,2012-06-23,21h00,Sábado,Atlético-MG,Náutico,Atlético-MG,Independência,5,1,MG,PE,MG
6,2012-06-23,18h30,Sábado,Vasco,Cruzeiro,Cruzeiro,São Januário,1,3,RJ,MG,MG
6,2012-06-23,18h30,Sábado,Portuguesa,São Paulo,Portuguesa,Canindé,1,0,SP,SP,SP
6,2012-06-24,16h00,Domingo,Figueirense,Bahia,-,Orlando Scarpelli,1,1,SC,BA,-
6,2012-06-24,18h30,Domingo,Santos,Coritiba,-,Vila Belmiro,2,2,SP,PR,-
6,2012-06-24,16h00,Domingo,Corinthians,Palmeiras,Corinthians,Pacaembu,2,1,SP,SP,SP
6,2012-06-24,18h30,Domingo,Atlético-GO,Fluminense,Fluminense,Serra Dourada,1,4,GO,RJ,RJ
6,2012-06-24,16h00,Domingo,Grêmio,Flamengo,Grêmio,Olímpico Monumental,2,0,RS,RJ,RS
6,2012-06-24,18h30,Domingo,Sport,Internacional,Internacional,Ilha do Retiro,0,2,PE,RS,RS
6,2012-06-24,18h30,Domingo,Botafogo-RJ,Ponte Preta,Ponte Preta,Engenhão,1,2,RJ,SP,SP
7,2012-06-30,16h20,Sábado,Náutico,Fluminense,Fluminense,Aflitos,0,2,PE,RJ,RJ
7,2012-06-30,16h20,Sábado,Cruzeiro,São Paulo,São Paulo,Independência,2,3,MG,SP,SP
7,2012-06-30,18h30,Sábado,Vasco,Ponte Preta,Vasco,São Januário,3,2,RJ,SP,RJ
7,2012-07-01,16h00,Domingo,Bahia,Internacional,-,Pituaçu,1,1,BH,RS,-
7,2012-07-01,16h00,Domingo,Portuguesa,Santos,-,Canindé,0,0,SP,SP,-
7,2012-07-01,18h30,Domingo,Grêmio,Atlético-MG,Atlético-MG,Olímpico Monumental,0,1,RS,MG,MG
7,2012-07-01,18h30,Domingo,Flamengo,Atlético-GO,Flamengo,Engenhão,3,2,RJ,GO,RJ
7,2012-07-01,18h30,Domingo,Palmeiras,Figueirense,Palmeiras,Arena Barueri,3,1,SP,SC,SP
7,2012-07-01,16h00,Domingo,Coritiba,Sport,Sport,Couto Pereira,2,3,PR,PE,PE
8,2012-07-07,18h30,Sábado,Botafogo-RJ,Bahia,Botafogo-RJ,Engenhão,3,0,RJ,BA,RJ
8,2012-07-07,18h30,Sábado,Internacional,Cruzeiro,Internacional,Beira Rio,2,1,RS,MG,RS
8,2012-07-07,21h00,Sábado,Atlético-GO,Náutico,Náutico,Serra Dourada,0,1,GO,PE,PE
8,2012-07-08,18h30,Domingo,Sport,Corinthians,-,Ilha do Retiro,1,1,PE,SP,-
8,2012-07-08,16h00,Domingo,Figueirense,Vasco,-,Orlando Scarpelli,1,1,SC,RJ,-
8,2012-07-08,18h30,Domingo,Atlético-MG,Portuguesa,Atlético-MG,Independência,2,0,MG,SP,MG
8,2012-07-08,16h00,Domingo,Fluminense,Flamengo,Fluminense,Engenhão,1,0,RJ,RJ,RJ
8,2012-07-08,18h30,Domingo,Ponte Preta,Palmeiras,Ponte Preta,Moisés Lucarelli,1,0,SP,SP,SP
8,2012-07-08,16h00,Domingo,Santos,Grêmio,Santos,Vila Belmiro,4,2,SP,RS,SP
8,2012-07-08,16h00,Domingo,São Paulo,Coritiba,São Paulo,Morumbi,3,1,SP,PR,SP
7,2012-07-11,19h30,Quarta-feira,Corinthians,Botafogo-RJ,Botafogo-RJ,Pacaembu,1,3,SP,RJ,RJ
9,2012-07-14,18h30,Sábado,Figueirense,Atlético-MG,Atlético-MG,Orlando Scarpelli,3,4,SC,MG,MG
9,2012-07-14,18h30,Sábado,Corinthians,Náutico,Corinthians,Pacaembu,2,1,SP,PE,SP
9,2012-07-14,21h00,Sábado,Ponte Preta,Coritiba,Ponte Preta,Moisés Lucarelli,4,1,SP,PR,SP
9,2012-07-15,16h00,Domingo,Botafogo-RJ,Fluminense,-,Engenhão,1,1,RJ,RJ,-
9,2012-07-15,16h00,Domingo,Internacional,Santos,-,Beira Rio,0,0,RS,SP,-
9,2012-07-15,18h30,Domingo,Palmeiras,São Paulo,-,Arena Barueri,1,1,SP,SP,-
9,2012-07-15,16h00,Domingo,Bahia,Flamengo,Flamengo,Pituaçu,1,2,BH,RJ,RJ
9,2012-07-15,16h00,Domingo,Cruzeiro,Grêmio,Grêmio,Independência,1,3,MG,RS,RS
9,2012-07-15,18h30,Domingo,Sport,Portuguesa,Sport,Ilha do Retiro,2,1,PE,SP,PE
9,2012-07-15,18h30,Domingo,Vasco,Atlético-GO,Vasco,São Januário,1,0,RJ,GO,RJ
10,2012-07-18,19h30,Quarta-feira,Santos,Botafogo-RJ,-,Vila Belmiro,0,0,SP,RJ,-
10,2012-07-18,21h50,Quarta-feira,Atlético-MG,Internacional,Atlético-MG,Independência,3,1,MG,RS,MG
10,2012-07-18,21h50,Quarta-feira,Flamengo,Corinthians,Corinthians,Engenhão,0,3,RJ,SP,SP
10,2012-07-18,20h30,Quarta-feira,Portuguesa,Cruzeiro,Cruzeiro,Canindé,0,2,SP,MG,MG
10,2012-07-18,19h30,Quarta-feira,Grêmio,Sport,Grêmio,Olímpico Monumental,3,1,RS,PE,RS
10,2012-07-18,20h30,Quarta-feira,Náutico,Ponte Preta,Náutico,Aflitos,3,0,PE,SP,PE
10,2012-07-18,21h50,Quarta-feira,São Paulo,Vasco,Vasco,Morumbi,0,1,SP,RJ,RJ
10,2012-07-19,21h00,Quinta-feira,Coritiba,Palmeiras,-,Couto Pereira,1,1,PR,SP,-
10,2012-07-19,21h00,Quinta-feira,Atlético-GO,Figueirense,Atlético-GO,Serra Dourada,3,2,GO,SC,GO
10,2012-07-19,21h00,Quinta-feira,Fluminense,Bahia,Fluminense,Engenhão,4,0,RJ,BA,RJ
11,2012-07-21,21h00,Sábado,Corinthians,Portuguesa,-,Pacaembu,1,1,SP,SP,-
11,2012-07-21,18h30,Sábado,Sport,Atlético-MG,Atlético-MG,Ilha do Retiro,1,4,PE,MG,MG
11,2012-07-21,18h30,Sábado,Vasco,Santos,Vasco,São Januário,2,0,RJ,SP,RJ
11,2012-07-22,18h30,Domingo,Bahia,Coritiba,-,Pituaçu,2,2,BH,PR,-
11,2012-07-22,16h00,Domingo,Cruzeiro,Flamengo,Cruzeiro,Independência,1,0,MG,RJ,MG
11,2012-07-22,18h30,Domingo,Ponte Preta,Fluminense,Fluminense,Moisés Lucarelli,1,2,SP,RJ,RJ
11,2012-07-22,18h30,Domingo,Botafogo-RJ,Grêmio,Grêmio,Engenhão,0,1,RJ,RS,RS
11,2012-07-22,16h00,Domingo,Internacional,Atlético-GO,Internacional,Beira Rio,4,1,RS,GO,RS
11,2012-07-22,16h00,Domingo,Palmeiras,Náutico,Palmeiras,Arena Barueri,3,0,SP,PE,SP
11,2012-07-22,16h00,Domingo,Figueirense,São Paulo,São Paulo,Orlando Scarpelli,0,2,SC,SP,SP
12,2012-07-25,19h30,Quarta-feira,Ponte Preta,Sport,-,Moisés Lucarelli,1,1,SP,PE,-
12,2012-07-25,21h50,Quarta-feira,Atlético-GO,São Paulo,Atlético-GO,Serra Dourada,4,3,GO,SP,GO
12,2012-07-25,21h50,Quarta-feira,Corinthians,Cruzeiro,Corinthians,Pacaembu,2,0,SP,MG,SP
12,2012-07-25,20h30,Quarta-feira,Náutico,Coritiba,Coritiba,Aflitos,3,4,PE,PR,PR
12,2012-07-25,21h50,Quarta-feira,Grêmio,Fluminense,Grêmio,Olímpico Monumental,1,0,RS,RJ,RS
12,2012-07-25,19h30,Quarta-feira,Figueirense,Internacional,Internacional,Orlando Scarpelli,0,1,SC,RS,RS
12,2012-07-25,20h30,Quarta-feira,Vasco,Botafogo-RJ,Vasco,Engenhão,1,0,RJ,RJ,RJ
12,2012-07-26,21h00,Quinta-feira,Flamengo,Portuguesa,-,Engenhão,0,0,RJ,SP,-
12,2012-07-26,21h00,Quinta-feira,Atlético-MG,Santos,Atlético-MG,Independência,2,0,MG,SP,MG
12,2012-07-26,21h00,Quinta-feira,Palmeiras,Bahia,Bahia,Arena Barueri,0,2,SP,BA,BA
13,2012-07-28,18h30,Sábado,Internacional,Vasco,-,Beira Rio,0,0,RS,RJ,-
13,2012-07-28,21h00,Sábado,Botafogo-RJ,Figueirense,Botafogo-RJ,Engenhão,1,0,RJ,SC,RJ
13,2012-07-28,18h30,Sábado,Coritiba,Grêmio,Coritiba,Couto Pereira,2,1,PR,RS,PR
13,2012-07-29,16h00,Domingo,Sport,Atlético-GO,-,Ilha do Retiro,0,0,PE,GO,-
13,2012-07-29,16h00,Domingo,Fluminense,Atlético-MG,-,Engenhão,0,0,RJ,MG,-
13,2012-07-29,16h00,Domingo,Bahia,Corinthians,-,Pituaçu,0,0,BH,SP,-
13,2012-07-29,18h30,Domingo,Cruzeiro,Palmeiras,Cruzeiro,Independência,2,1,MG,SP,MG
13,2012-07-29,18h30,Domingo,Portuguesa,Náutico,Portuguesa,Canindé,3,1,SP,PE,SP
13,2012-07-29,18h30,Domingo,Santos,Ponte Preta,Santos,Vila Belmiro,2,1,SP,SP,SP
13,2012-07-29,16h00,Domingo,São Paulo,Flamengo,São Paulo,Morumbi,4,1,SP,RJ,SP
14,2012-08-04,18h30,Sábado,Atlético-GO,Botafogo-RJ,Botafogo-RJ,Serra Dourada,1,2,GO,RJ,RJ
14,2012-08-04,18h30,Sábado,Palmeiras,Internacional,Internacional,Arena Barueri,0,1,SP,RS,RS
14,2012-08-04,21h00,Sábado,Portuguesa,Figueirense,Portuguesa,Canindé,2,0,SP,SC,SP
14,2012-08-05,16h00,Domingo,Vasco,Corinthians,-,São Januário,0,0,RJ,SP,-
14,2012-08-05,16h00,Domingo,Coritiba,Fluminense,Fluminense,Couto Pereira,0,2,PR,RJ,RJ
14,2012-08-05,16h00,Domingo,Grêmio,Bahia,Grêmio,Olímpico Monumental,3,1,RS,BA,RS
14,2012-08-05,18h30,Domingo,Náutico,Santos,Náutico,Aflitos,3,0,PE,SP,PE
14,2012-08-05,18h30,Domingo,Cruzeiro,Ponte Preta,Ponte Preta,Independência,1,2,MG,SP,SP
14,2012-08-05,16h00,Domingo,São Paulo,Sport,São Paulo,Morumbi,1,0,SP,PE,SP
15,2012-08-08,20h30,Quarta-feira,Corinthians,Atlético-GO,-,Pacaembu,1,1,SP,GO,-
15,2012-08-08,19h30,Quarta-feira,Internacional,Náutico,-,Beira Rio,0,0,RS,PE,-
15,2012-08-08,20h30,Quarta-feira,Bahia,Portuguesa,-,Pituaçu,0,0,BH,SP,-
15,2012-08-08,21h50,Quarta-feira,Figueirense,Flamengo,Flamengo,Orlando Scarpelli,0,2,SC,RJ,RJ
15,2012-08-08,21h50,Quarta-feira,Botafogo-RJ,Palmeiras,Palmeiras,Engenhão,1,2,RJ,SP,SP
15,2012-08-08,21h50,Quarta-feira,Santos,Cruzeiro,Santos,Vila Belmiro,4,2,SP,MG,SP
15,2012-08-08,19h30,Quarta-feira,Sport,Vasco,Vasco,Ilha do Retiro,0,2,PE,RJ,RJ
15,2012-08-09,21h00,Quinta-feira,Ponte Preta,Grêmio,-,Moisés Lucarelli,0,0,SP,RS,-
15,2012-08-09,21h00,Quinta-feira,Atlético-MG,Coritiba,Atlético-MG,Independência,1,0,MG,PR,MG
15,2012-08-09,21h00,Quinta-feira,Fluminense,São Paulo,Fluminense,São Januário,2,1,RJ,SP,RJ
16,2012-08-11,18h30,Sábado,Santos,Atlético-GO,-,Pacaembu,2,2,SP,GO,-
16,2012-08-11,18h30,Sábado,Bahia,Cruzeiro,Cruzeiro,Pituaçu,0,1,BH,MG,MG
16,2012-08-11,18h30,Sábado,Sport,Figueirense,Figueirense,Ilha do Retiro,0,1,PE,SC,SC
16,2012-08-11,21h00,Sábado,Flamengo,Náutico,Flamengo,Raulino de Oliveira,2,0,RJ,PE,RJ
16,2012-08-12,18h30,Domingo,Portuguesa,Botafogo-RJ,-,Canindé,1,1,SP,RJ,-
16,2012-08-12,16h00,Domingo,Atlético-MG,Vasco,Atlético-MG,Independência,1,0,MG,RJ,MG
16,2012-08-12,16h00,Domingo,Coritiba,Corinthians,Corinthians,Couto Pereira,1,2,PR,SP,SP
16,2012-08-12,18h30,Domingo,Fluminense,Palmeiras,Fluminense,Engenhão,1,0,RJ,SP,RJ
16,2012-08-12,16h00,Domingo,São Paulo,Grêmio,Grêmio,Morumbi,1,2,SP,RS,RS
16,2012-08-12,16h00,Domingo,Internacional,Ponte Preta,Internacional,Beira Rio,2,1,RS,SP,RS
17,2012-08-15,20h30,Quarta-feira,Atlético-GO,Atlético-MG,-,Serra Dourada,1,1,GO,MG,-
17,2012-08-15,19h30,Quarta-feira,Cruzeiro,Fluminense,-,Independência,1,1,MG,RJ,-
17,2012-08-15,20h30,Quarta-feira,Ponte Preta,Bahia,Bahia,Moisés Lucarelli,0,2,SP,BA,BA
17,2012-08-15,21h50,Quarta-feira,Botafogo-RJ,Sport,Botafogo-RJ,Engenhão,2,0,RJ,PE,RJ
17,2012-08-15,21h50,Quarta-feira,Náutico,São Paulo,Náutico,Aflitos,3,0,PE,SP,PE
17,2012-08-15,21h50,Quarta-feira,Palmeiras,Flamengo,Palmeiras,Arena Barueri,1,0,SP,RJ,SP
17,2012-08-15,19h30,Quarta-feira,Grêmio,Portuguesa,Portuguesa,Olímpico Monumental,1,2,RS,SP,SP
17,2012-08-16,21h00,Quinta-feira,Vasco,Coritiba,-,São Januário,2,2,RJ,PR,-
17,2012-08-16,21h00,Quinta-feira,Corinthians,Internacional,Corinthians,Pacaembu,1,0,SP,RS,SP
17,2012-08-16,21h00,Quinta-feira,Figueirense,Santos,Santos,Orlando Scarpelli,1,3,SC,SP,SP
18,2012-08-18,18h30,Sábado,Fluminense,Sport,Fluminense,Raulino de Oliveira,1,0,RJ,PE,RJ
18,2012-08-18,18h30,Sábado,Náutico,Bahia,Náutico,Aflitos,1,0,PE,BA,PE
18,2012-08-18,21h00,Sábado,São Paulo,Ponte Preta,São Paulo,Morumbi,3,0,SP,SP,SP
18,2012-08-19,18h30,Domingo,Portuguesa,Internacional,-,Canindé,1,1,SP,RS,-
18,2012-08-19,18h30,Domingo,Atlético-GO,Palmeiras,Atlético-GO,Serra Dourada,2,1,GO,SP,GO
18,2012-08-19,16h00,Domingo,Atlético-MG,Botafogo-RJ,Atlético-MG,Independência,3,2,MG,RJ,MG
18,2012-08-19,16h00,Domingo,Coritiba,Cruzeiro,Coritiba,Couto Pereira,4,0,PR,MG,PR
18,2012-08-19,18h30,Domingo,Flamengo,Vasco,Flamengo,Engenhão,1,0,RJ,RJ,RJ
18,2012-08-19,16h00,Domingo,Grêmio,Figueirense,Grêmio,Olímpico Monumental,4,0,RS,SC,RS
18,2012-08-19,16h00,Domingo,Santos,Corinthians,Santos,Vila Belmiro,3,2,SP,SP,SP
19,2012-08-25,18h30,Sábado,Vasco,Fluminense,Fluminense,São Januário,1,2,RJ,RJ,RJ
19,2012-08-25,21h00,Sábado,Ponte Preta,Portuguesa,Ponte Preta,Moisés Lucarelli,2,1,SP,SP,SP
19,2012-08-25,18h30,Sábado,Palmeiras,Santos,Santos,Pacaembu,1,2,SP,SP,SP
19,2012-08-26,18h30,Domingo,Bahia,Atlético-GO,-,Pituaçu,1,1,BH,GO,-
19,2012-08-26,18h30,Domingo,Cruzeiro,Atlético-MG,-,Independência,2,2,MG,MG,-
19,2012-08-26,16h00,Domingo,Botafogo-RJ,Flamengo,-,Engenhão,0,0,RJ,RJ,-
19,2012-08-26,18h30,Domingo,Sport,Náutico,-,Ilha do Retiro,0,0,PE,PE,-
19,2012-08-26,16h00,Domingo,Figueirense,Coritiba,Figueirense,Orlando Scarpelli,3,1,SC,PR,SC
19,2012-08-26,16h00,Domingo,Internacional,Grêmio,Grêmio,Beira Rio,0,1,RS,RS,RS
19,2012-08-26,16h00,Domingo,Corinthians,São Paulo,São Paulo,Pacaembu,1,2,SP,SP,SP
20,2012-08-29,22h00,Quarta-feira,Fluminense,Corinthians,-,Engenhão,1,1,RJ,SP,-
20,2012-08-29,20h30,Quarta-feira,Atlético-MG,Ponte Preta,-,Independência,2,2,MG,SP,-
20,2012-08-29,19h30,Quarta-feira,Santos,Bahia,Bahia,Vila Belmiro,1,3,SP,BA,BA
20,2012-08-29,19h30,Quarta-feira,Coritiba,Internacional,Coritiba,Couto Pereira,1,0,PR,RS,PR
20,2012-08-29,22h00,Quarta-feira,Atlético-GO,Cruzeiro,Cruzeiro,Serra Dourada,0,2,GO,MG,MG
20,2012-08-29,22h00,Quarta-feira,Grêmio,Vasco,Grêmio,Olímpico Monumental,2,0,RS,RJ,RS
20,2012-08-29,20h30,Quarta-feira,Náutico,Figueirense,Náutico,Aflitos,3,2,PE,SC,PE
20,2012-08-29,20h30,Quarta-feira,Portuguesa,Palmeiras,Portuguesa,Canindé,3,0,SP,SP,SP
20,2012-08-30,21h00,Quinta-feira,Flamengo,Sport,-,Raulino de Oliveira,1,1,RJ,PE,-
20,2012-08-30,21h00,Quinta-feira,São Paulo,Botafogo-RJ,São Paulo,Morumbi,4,0,SP,RJ,SP
21,2012-09-01,18h30,Sábado,Figueirense,Fluminense,-,Orlando Scarpelli,2,2,SC,RJ,-
21,2012-09-01,18h30,Sábado,Palmeiras,Grêmio,-,Pacaembu,0,0,SP,RS,-
21,2012-09-01,21h00,Sábado,Vasco,Portuguesa,Vasco,São Januário,2,0,RJ,SP,RJ
21,2012-09-02,16h00,Domingo,Bahia,São Paulo,Bahia,Pituaçu,1,0,BH,SP,BA
21,2012-09-02,18h30,Domingo,Botafogo-RJ,Coritiba,Botafogo-RJ,Engenhão,2,0,RJ,PR,RJ
21,2012-09-02,16h00,Domingo,Corinthians,Atlético-MG,Corinthians,Pacaembu,1,0,SP,MG,SP
21,2012-09-02,18h30,Domingo,Cruzeiro,Náutico,Cruzeiro,Independência,3,0,MG,PE,MG
21,2012-09-02,16h00,Domingo,Internacional,Flamengo,Internacional,Beira Rio,4,1,RS,RJ,RS
21,2012-09-02,18h30,Domingo,Ponte Preta,Atlético-GO,Ponte Preta,Moisés Lucarelli,3,1,SP,GO,SP
21,2012-09-02,16h00,Domingo,Sport,Santos,Sport,Ilha do Retiro,2,1,PE,SP,PE
22,2012-09-05,19h30,Quarta-feira,Bahia,Atlético-MG,-,Pituaçu,0,0,BH,MG,-
22,2012-09-05,22h00,Quarta-feira,São Paulo,Internacional,-,Morumbi,1,1,SP,RS,-
22,2012-09-05,19h30,Quarta-feira,Náutico,Vasco,-,Aflitos,1,1,PE,RJ,-
22,2012-09-05,22h00,Quarta-feira,Cruzeiro,Botafogo-RJ,Botafogo-RJ,Independência,1,3,MG,RJ,RJ
22,2012-09-05,22h00,Quarta-feira,Figueirense,Corinthians,Figueirense,Orlando Scarpelli,1,0,SC,SP,SC
22,2012-09-05,20h30,Quarta-feira,Grêmio,Atlético-GO,Grêmio,Olímpico Monumental,2,1,RS,GO,RS
22,2012-09-05,19h30,Quarta-feira,Flamengo,Ponte Preta,Ponte Preta,Raulino de Oliveira,0,1,RJ,SP,SP
22,2012-09-05,19h30,Quarta-feira,Portuguesa,Coritiba,Portuguesa,Canindé,3,0,SP,PR,SP
22,2012-09-06,21h00,Quinta-feira,Fluminense,Santos,Fluminense,Engenhão,3,1,RJ,SP,RJ
22,2012-09-06,21h00,Quinta-feira,Palmeiras,Sport,Palmeiras,Pacaembu,3,1,SP,PE,SP
23,2012-09-08,18h30,Sábado,Ponte Preta,Figueirense,-,Moisés Lucarelli,2,2,SP,SC,-
23,2012-09-08,21h00,Sábado,Corinthians,Grêmio,Corinthians,Pacaembu,3,1,SP,RS,SP
23,2012-09-08,18h30,Sábado,Coritiba,Flamengo,Coritiba,Couto Pereira,3,0,PR,RJ,PR
23,2012-09-09,18h30,Domingo,Atlético-GO,Portuguesa,-,Serra Dourada,1,1,GO,SP,-
23,2012-09-09,16h00,Domingo,Santos,São Paulo,-,Vila Belmiro,0,0,SP,SP,-
23,2012-09-09,18h30,Domingo,Atlético-MG,Palmeiras,Atlético-MG,Independência,3,0,MG,SP,MG
23,2012-09-09,18h30,Domingo,Vasco,Bahia,Bahia,São Januário,0,4,RJ,BA,BA
23,2012-09-09,16h00,Domingo,Botafogo-RJ,Náutico,Botafogo-RJ,Engenhão,3,1,RJ,PE,RJ
23,2012-09-09,16h00,Domingo,Internacional,Fluminense,Fluminense,Beira Rio,0,1,RS,RJ,RJ
23,2012-09-09,18h30,Domingo,Sport,Cruzeiro,Sport,Ilha do Retiro,2,1,PE,MG,PE
24,2012-09-12,20h30,Quarta-feira,Sport,Bahia,-,Ilha do Retiro,1,1,PE,BA,-
24,2012-09-12,19h30,Quarta-feira,Corinthians,Ponte Preta,-,Pacaembu,1,1,SP,SP,-
24,2012-09-12,22h00,Quarta-feira,Atlético-MG,São Paulo,Atlético-MG,Independência,1,0,MG,SP,MG
24,2012-09-12,20h30,Quarta-feira,Atlético-GO,Coritiba,Coritiba,Serra Dourada,1,2,GO,PR,PR
24,2012-09-12,19h30,Quarta-feira,Figueirense,Cruzeiro,Figueirense,Orlando Scarpelli,2,0,SC,MG,SC
24,2012-09-12,19h30,Quarta-feira,Portuguesa,Fluminense,Fluminense,Canindé,0,2,SP,RJ,RJ
24,2012-09-12,22h00,Quarta-feira,Santos,Flamengo,Santos,Vila Belmiro,2,0,SP,RJ,SP
24,2012-09-12,22h00,Quarta-feira,Vasco,Palmeiras,Vasco,São Januário,3,1,RJ,SP,RJ
24,2012-09-13,21h00,Quinta-feira,Botafogo-RJ,Internacional,-,Engenhão,1,1,RJ,RS,-
24,2012-09-13,21h00,Quinta-feira,Grêmio,Náutico,Grêmio,Olímpico Monumental,2,0,RS,PE,RS
25,2012-09-15,18h30,Sábado,Fluminense,Atlético-GO,Atlético-GO,Raulino de Oliveira,1,2,RJ,GO,GO
25,2012-09-15,18h30,Sábado,São Paulo,Portuguesa,São Paulo,Morumbi,3,1,SP,SP,SP
25,2012-09-16,18h30,Domingo,Ponte Preta,Botafogo-RJ,-,Moisés Lucarelli,0,0,SP,RJ,-
25,2012-09-16,18h30,Domingo,Flamengo,Grêmio,-,Engenhão,1,1,RJ,RS,-
25,2012-09-16,18h30,Domingo,Internacional,Sport,-,Beira Rio,2,2,RS,PE,-
25,2012-09-16,16h00,Domingo,Cruzeiro,Vasco,-,Melão,1,1,MG,RJ,-
25,2012-09-16,16h00,Domingo,Bahia,Figueirense,Bahia,Pituaçu,2,1,BH,SC,BA
25,2012-09-16,16h00,Domingo,Palmeiras,Corinthians,Corinthians,Pacaembu,0,2,SP,SP,SP
25,2012-09-16,16h00,Domingo,Náutico,Atlético-MG,Náutico,Aflitos,1,0,PE,MG,PE
25,2012-09-16,16h00,Domingo,Coritiba,Santos,Santos,Couto Pereira,1,2,PR,SP,SP
26,2012-09-22,18h30,Sábado,Fluminense,Náutico,Fluminense,Raulino de Oliveira,2,1,RJ,PE,RJ
26,2012-09-22,18h30,Sábado,Figueirense,Palmeiras,Palmeiras,Orlando Scarpelli,1,3,SC,SP,SP
26,2012-09-22,21h00,Sábado,Santos,Portuguesa,Portuguesa,Pacaembu,1,3,SP,SP,SP
26,2012-09-23,16h00,Domingo,Botafogo-RJ,Corinthians,-,Engenhão,2,2,RJ,SP,-
26,2012-09-23,18h30,Domingo,Atlético-MG,Grêmio,-,Independência,0,0,MG,RS,-
26,2012-09-23,16h00,Domingo,Ponte Preta,Vasco,-,Moisés Lucarelli,0,0,SP,RJ,-
26,2012-09-23,16h00,Domingo,Atlético-GO,Flamengo,Flamengo,Serra Dourada,1,2,GO,RJ,RJ
26,2012-09-23,18h30,Domingo,Internacional,Bahia,Internacional,Beira Rio,3,1,RS,BA,RS
26,2012-09-23,16h00,Domingo,São Paulo,Cruzeiro,São Paulo,Morumbi,1,0,SP,MG,SP
26,2012-09-23,18h30,Domingo,Sport,Coritiba,Sport,Ilha do Retiro,1,0,PE,PR,PE
14,2012-09-26,22h00,Quarta-feira,Flamengo,Atlético-MG,Flamengo,Engenhão,2,1,RJ,MG,RJ
27,2012-09-29,18h30,Sábado,Portuguesa,Atlético-MG,-,Canindé,1,1,SP,MG,-
27,2012-09-29,18h30,Sábado,Cruzeiro,Internacional,-,Independência,0,0,MG,RS,-
27,2012-09-29,18h30,Sábado,Náutico,Atlético-GO,Náutico,Aflitos,2,0,PE,GO,PE
27,2012-09-29,21h00,Sábado,Palmeiras,Ponte Preta,Palmeiras,Pacaembu,3,0,SP,SP,SP
27,2012-09-29,18h30,Sábado,Vasco,Figueirense,Vasco,São Januário,3,1,RJ,SC,RJ
27,2012-09-30,18h30,Domingo,Grêmio,Santos,-,Olímpico Monumental,1,1,RS,SP,-
27,2012-09-30,16h00,Domingo,Coritiba,São Paulo,-,Couto Pereira,1,1,PR,SP,-
27,2012-09-30,16h00,Domingo,Bahia,Botafogo-RJ,Bahia,Pituaçu,2,0,BH,RJ,BA
27,2012-09-30,16h00,Domingo,Corinthians,Sport,Corinthians,Pacaembu,3,0,SP,PE,SP
27,2012-09-30,16h00,Domingo,Flamengo,Fluminense,Fluminense,Engenhão,0,1,RJ,RJ,RJ
28,2012-10-04,21h00,Quinta-feira,Flamengo,Bahia,-,Engenhão,0,0,RJ,BA,-
28,2012-10-04,21h00,Quinta-feira,Coritiba,Ponte Preta,Coritiba,Couto Pereira,1,0,PR,SP,PR
28,2012-10-04,21h00,Quinta-feira,Portuguesa,Sport,Portuguesa,Canindé,5,1,SP,PE,SP
28,2012-10-06,16h20,Sábado,Santos,Internacional,-,Vila Belmiro,1,1,SP,RS,-
28,2012-10-06,18h30,Sábado,Atlético-MG,Figueirense,Atlético-MG,Independência,6,0,MG,SC,MG
28,2012-10-06,18h30,Sábado,Fluminense,Botafogo-RJ,Fluminense,Engenhão,1,0,RJ,RJ,RJ
28,2012-10-06,18h30,Sábado,Grêmio,Cruzeiro,Grêmio,Olímpico Monumental,2,1,RS,MG,RS
28,2012-10-06,16h20,Sábado,Náutico,Corinthians,Náutico,Aflitos,2,1,PE,SP,PE
28,2012-10-06,16h00,Sábado,São Paulo,Palmeiras,São Paulo,Morumbi,3,0,SP,SP,SP
28,2012-10-06,16h20,Sábado,Atlético-GO,Vasco,Vasco,Serra Dourada,0,1,GO,RJ,RJ
29,2012-10-10,22h00,Quarta-feira,Corinthians,Flamengo,Corinthians,Pacaembu,3,2,SP,RJ,SP
29,2012-10-10,19h30,Quarta-feira,Cruzeiro,Portuguesa,Cruzeiro,Melão,2,0,MG,SP,MG
29,2012-10-10,19h30,Quarta-feira,Figueirense,Atlético-GO,Figueirense,Orlando Scarpelli,3,1,SC,GO,SC
29,2012-10-10,19h30,Quarta-feira,Bahia,Fluminense,Fluminense,Pituaçu,0,2,BH,RJ,RJ
29,2012-10-10,22h00,Quarta-feira,Internacional,Atlético-MG,Internacional,Beira Rio,3,0,RS,MG,RS
29,2012-10-10,19h30,Quarta-feira,Ponte Preta,Náutico,Ponte Preta,Moisés Lucarelli,2,1,SP,PE,SP
29,2012-10-10,19h30,Quarta-feira,Botafogo-RJ,Santos,Santos,Engenhão,0,2,RJ,SP,SP
29,2012-10-10,22h00,Quarta-feira,Vasco,São Paulo,São Paulo,São Januário,0,2,RJ,SP,SP
29,2012-10-11,21h00,Quinta-feira,Palmeiras,Coritiba,Coritiba,Fonte Luminosa,0,1,SP,PR,PR
29,2012-10-11,21h00,Quinta-feira,Sport,Grêmio,Grêmio,Ilha do Retiro,1,3,PE,RS,RS
